book_id,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,image_url,small_image_url,popularity,price
551,316176486,Kate Atkinson,2013,Life After Life,Life After Life,eng,3.74,138454,158661,20822,https://images.gr-assets.com/books/1358173808m/15790842.jpg,https://images.gr-assets.com/books/1358173808s/15790842.jpg,5,55.11
552,446696129,Nicholas Sparks,2000,The Rescue,The Rescue,en-US,4.1,142092,148370,3261,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,65.72
553,045057458X,Stephen King,1991,Needful Things,Needful Things,,3.87,153821,161758,2448,https://images.gr-assets.com/books/1315767817m/107291.jpg,https://images.gr-assets.com/books/1315767817s/107291.jpg,7,71.77
554,385335997,Diana Gabaldon,1993,Voyager,"Voyager (Outlander, #3)",eng,4.38,157395,184208,8381,https://images.gr-assets.com/books/1483278195m/10987.jpg,https://images.gr-assets.com/books/1483278195s/10987.jpg,9,85.53
555,393315053,"Kenneth Branagh, William Shakespeare",1996,,"Hamlet: Screenplay, Introduction And Film Diary",eng,4.12,156869,156873,194,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,95.96
556,307348245,Stephen King,1981,Cujo,Cujo,spa,3.65,158215,167044,2832,https://images.gr-assets.com/books/1394208144m/10603.jpg,https://images.gr-assets.com/books/1394208144s/10603.jpg,3,48.69
557,747560595,Jeffrey Eugenides,1993,The Virgin Suicides,The Virgin Suicides,eng,3.83,159249,179190,7547,https://images.gr-assets.com/books/1319032910m/10956.jpg,https://images.gr-assets.com/books/1319032910s/10956.jpg,7,59.34
558,441012183,Charlaine Harris,2004,Dead to the World,"Dead to the World (Sookie Stackhouse, #4)",eng,4.13,199572,210205,5327,https://images.gr-assets.com/books/1468561630m/140077.jpg,https://images.gr-assets.com/books/1468561630s/140077.jpg,8,108.89
559,141439599,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,Tess of the D'Urbervilles,eng,3.77,171599,190665,6737,https://images.gr-assets.com/books/1497218117m/32261.jpg,https://images.gr-assets.com/books/1497218117s/32261.jpg,6,94.43
560,192840398,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary,Madame Bovary,eng,3.64,158877,186553,7617,https://images.gr-assets.com/books/1335676143m/2175.jpg,https://images.gr-assets.com/books/1335676143s/2175.jpg,6,67.52
561,394820371,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,The Phantom Tollbooth,en-US,4.22,178432,185392,8011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,87.15
562,765326353,Brandon Sanderson,2010,The Way of Kings,"The Way of Kings (The Stormlight Archive, #1)",eng,4.64,144822,164477,10947,https://images.gr-assets.com/books/1388184640m/7235533.jpg,https://images.gr-assets.com/books/1388184640s/7235533.jpg,7,7.44
563,1841493015,Charlaine Harris,2003,Club Dead,"Club Dead (Sookie Stackhouse, #3)",en-GB,4.03,181323,197558,5029,https://images.gr-assets.com/books/1329501590m/140082.jpg,https://images.gr-assets.com/books/1329501590s/140082.jpg,9,79.06
564,078685197X,Ned Vizzini,2006,It's Kind of a Funny Story,It's Kind of a Funny Story,en-US,4.14,161001,165713,8461,https://images.gr-assets.com/books/1420629730m/248704.jpg,https://images.gr-assets.com/books/1420629730s/248704.jpg,3,75.57
565,765316889,Brandon Sanderson,2007,,"The Well of Ascension (Mistborn, #2)",eng,4.35,150736,171402,8541,https://images.gr-assets.com/books/1480717596m/68429.jpg,https://images.gr-assets.com/books/1480717596s/68429.jpg,3,60.84
566,,Jojo Moyes,2015,After You,"After You (Me Before You, #2)",eng,3.7,99342,175532,16879,https://images.gr-assets.com/books/1429029729m/25041504.jpg,https://images.gr-assets.com/books/1429029729s/25041504.jpg,2,89.69
567,034552554X,Vanessa Diffenbaugh,2011,The Language of Flowers,The Language of Flowers,eng,4.07,140076,159668,17457,https://images.gr-assets.com/books/1333577674m/10032672.jpg,https://images.gr-assets.com/books/1333577674s/10032672.jpg,8,21.08
568,156389341X,"Frank Miller, Klaus Janson, Lynn Varley",1986,Batman: The Dark Knight Returns,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",eng,4.25,135979,144349,2838,https://images.gr-assets.com/books/1327892039m/59960.jpg,https://images.gr-assets.com/books/1327892039s/59960.jpg,5,55.85
569,446617792,James Patterson,2005,The Angel Experiment,"The Angel Experiment (Maximum Ride, #1)",eng,4.08,172302,183035,8606,https://images.gr-assets.com/books/1339277875m/13152.jpg,https://images.gr-assets.com/books/1339277875s/13152.jpg,5,56.83
570,1573225517,Nick Hornby,1995,High Fidelity,High Fidelity,eng,3.94,134849,150929,4792,https://images.gr-assets.com/books/1327928082m/285092.jpg,https://images.gr-assets.com/books/1327928082s/285092.jpg,10,70.27
571,446696110,Nicholas Sparks,2003,The Guardian,The Guardian,en-US,4.14,136427,142884,4333,https://images.gr-assets.com/books/1388195339m/15925.jpg,https://images.gr-assets.com/books/1388195339s/15925.jpg,10,4.32
572,385721676,Margaret Atwood,2003,Oryx and Crake,"Oryx and Crake (MaddAddam, #1)",eng,4,151500,167177,10391,https://images.gr-assets.com/books/1494109986m/46756.jpg,https://images.gr-assets.com/books/1494109986s/46756.jpg,2,68.92
573,60574216,John Gray,1998,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships","Men Are from Mars, Women Are from Venus",en-US,3.52,113915,129520,4191,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3,108.05
574,60899220,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,4,134177,145933,7582,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,84.45
575,99244721,Michael Crichton,1999,Timeline,Timeline,en-US,3.83,148563,158413,3628,https://images.gr-assets.com/books/1405420745m/7669.jpg,https://images.gr-assets.com/books/1405420745s/7669.jpg,5,67.51
576,486266893,Voltaire,1759,Candide,Candide,eng,3.76,151471,171617,5504,https://images.gr-assets.com/books/1345060082m/19380.jpg,https://images.gr-assets.com/books/1345060082s/19380.jpg,10,21.73
577,374480095,Natalie Babbitt,1975,Tuck Everlasting,Tuck Everlasting,eng,3.85,174280,184056,7187,https://images.gr-assets.com/books/1445184695m/84981.jpg,https://images.gr-assets.com/books/1445184695s/84981.jpg,9,102.82
578,2253147699,"Stephen King, Marie Milpois",1983,Christine,Christine,fre,3.72,151160,157664,2092,https://images.gr-assets.com/books/1327270815m/10629.jpg,https://images.gr-assets.com/books/1327270815s/10629.jpg,8,31.86
579,1713221,P.D. Eastman,1960,Are You My Mother?,Are You My Mother?,eng,4.16,174204,177809,1864,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,52.08
580,071483355X,E.H. Gombrich,1950,The Story of Art,The Story of Art,en-US,3.83,164708,166453,470,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,67.79
581,312642962,Marissa Meyer,2013,Scarlet,"Scarlet (The Lunar Chronicles, #2)",eng,4.3,193766,213010,23054,https://images.gr-assets.com/books/1470056982m/13206760.jpg,https://images.gr-assets.com/books/1470056982s/13206760.jpg,2,108.12
582,751532711,Robert T. Kiyosaki,1997,"Rich Dad , Poor Dad","Rich Dad, Poor Dad",eng,3.95,153764,173904,6790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,1.93
583,1442426640,Becca Fitzpatrick,2011,Silence ,"Silence (Hush, Hush, #3)",eng,4.16,190722,197338,7290,https://images.gr-assets.com/books/1362408152m/10637766.jpg,https://images.gr-assets.com/books/1362408152s/10637766.jpg,7,39.21
584,670020559,Lev Grossman,2009,The Magicians,The Magicians (The Magicians #1),eng,3.47,147908,165609,18232,https://images.gr-assets.com/books/1313772941m/6101718.jpg,https://images.gr-assets.com/books/1313772941s/6101718.jpg,5,40.21
585,1421501686,"Tsugumi Ohba, Takeshi Obata",2004,?ü?????ü??ü¨?ü? #1 (Desu Nèçto) Taikutsu (Ç??ÜÒ?),"Death Note, Vol. 1: Boredom (Death Note, #1)",eng,4.42,139501,141095,2470,https://images.gr-assets.com/books/1419952134m/13615.jpg,https://images.gr-assets.com/books/1419952134s/13615.jpg,5,83.11
586,689875347,Libba Bray,2003,A Great and Terrible Beauty,"A Great and Terrible Beauty (Gemma Doyle, #1)",eng,3.79,173613,182107,8902,https://images.gr-assets.com/books/1284558475m/3682.jpg,https://images.gr-assets.com/books/1284558475s/3682.jpg,8,74.8
587,60529709,Jonathan Safran Foer,2002,Everything Is Illuminated,Everything Is Illuminated,eng,3.9,131492,144312,7019,https://images.gr-assets.com/books/1479774440m/256566.jpg,https://images.gr-assets.com/books/1479774440s/256566.jpg,10,83.95
588,752863886,Robert Ludlum,1986,The Bourne Supremacy,"The Bourne Supremacy (Jason Bourne, #2)",en-US,4.09,142168,145806,1010,https://images.gr-assets.com/books/1335860600m/15769.jpg,https://images.gr-assets.com/books/1335860600s/15769.jpg,6,26.52
589,425266745,Tammara Webber,2012,Easy,"Easy (Contours of the Heart, #1)",en-CA,4.11,133937,189861,11189,https://images.gr-assets.com/books/1349370267m/16056408.jpg,https://images.gr-assets.com/books/1349370267s/16056408.jpg,1,57.8
590,140439447,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,David Copperfield,eng,3.96,150512,164400,4623,https://images.gr-assets.com/books/1461452762m/58696.jpg,https://images.gr-assets.com/books/1461452762s/58696.jpg,5,49.04
591,316013684,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,The Absolutely True Diary of a Part-Time Indian,eng,4.11,160607,171492,18988,https://images.gr-assets.com/books/1327908992m/693208.jpg,https://images.gr-assets.com/books/1327908992s/693208.jpg,3,55.55
592,679760806,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,???¯•Å•??Ê•? ?? ???¯•????¯•???•??¯,The Master and Margarita,eng,4.32,131389,156780,7365,https://images.gr-assets.com/books/1327867963m/117833.jpg,https://images.gr-assets.com/books/1327867963s/117833.jpg,9,98.16
593,553383043,Ursula K. Le Guin,1968,A Wizard of Earthsea,"A Wizard of Earthsea (Earthsea Cycle, #1)",en-US,3.99,155042,167058,5357,https://images.gr-assets.com/books/1353424536m/13642.jpg,https://images.gr-assets.com/books/1353424536s/13642.jpg,5,71.76
594,763616052,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie,Because of Winn-Dixie,eng,4,154476,159075,6594,https://images.gr-assets.com/books/1456871914m/357664.jpg,https://images.gr-assets.com/books/1456871914s/357664.jpg,8,67.98
595,743253973,John Knowles,1959,A Separate Peace,A Separate Peace,en-US,3.56,155901,162403,5580,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,32.99
596,385339607,John Grisham,1995,The Rainmaker,The Rainmaker,eng,3.91,137412,142791,1518,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,67.19
597,142437239,"Miguel de Cervantes Saavedra, Roberto Gonz?≠lez Echevarr??a, John Rutherford",1605,Don Quijote de La Mancha,Don Quixote,eng,3.85,134931,159253,5429,https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg,5,41.8
598,6480098,Robin Hobb,1995,Assassin's Apprentice,"Assassin's Apprentice (Farseer Trilogy, #1)",eng,4.14,132777,162482,6023,https://images.gr-assets.com/books/1320339497m/45107.jpg,https://images.gr-assets.com/books/1320339497s/45107.jpg,4,19.41
599,345418921,Douglas Adams,1980,The Restaurant at the End of the Universe,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng,4.22,153838,172365,3851,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,51.67
600,385739141,Lauren Kate,2010,Torment,"Torment (Fallen, #2)",eng,3.89,174393,181384,7245,https://images.gr-assets.com/books/1362339749m/7740152.jpg,https://images.gr-assets.com/books/1362339749s/7740152.jpg,3,67.19
601,723247706,Beatrix Potter,1901,The Tale of Peter Rabbit,The Tale of Peter Rabbit,eng,4.17,162373,165470,1404,https://images.gr-assets.com/books/1485118382m/19321.jpg,https://images.gr-assets.com/books/1485118382s/19321.jpg,1,18.2
602,64405044,"C.S. Lewis, Pauline Baynes",1953,The Silver Chair,"The Silver Chair (Chronicles of Narnia, #4)",eng,3.95,170453,185348,3391,https://images.gr-assets.com/books/1336139237m/65641.jpg,https://images.gr-assets.com/books/1336139237s/65641.jpg,10,67.03
603,765316897,Brandon Sanderson,2008,The Hero of Ages,"The Hero of Ages (Mistborn, #3)",eng,4.46,143622,161085,9111,https://images.gr-assets.com/books/1480717763m/2767793.jpg,https://images.gr-assets.com/books/1480717763s/2767793.jpg,7,51.47
604,679746048,Susanna Kaysen,1993,"Girl, Interrupted","Girl, Interrupted",eng,3.9,145161,151176,3532,https://images.gr-assets.com/books/1475482930m/68783.jpg,https://images.gr-assets.com/books/1475482930s/68783.jpg,2,22.12
605,61173398,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea","Are You There, Vodka? It's Me, Chelsea",,3.85,127096,135734,6724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1,101.12
606,743278909,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,Jonathan Livingston Seagull,en-US,3.8,133728,150767,5501,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,62.23
607,1481426303,Cassandra Clare,2014,City of Heavenly Fire,"City of Heavenly Fire (The Mortal Instruments, #6)",eng,4.48,177796,203325,19582,https://images.gr-assets.com/books/1460477794m/8755785.jpg,https://images.gr-assets.com/books/1460477794s/8755785.jpg,3,35.58
608,920668372,"Robert Munsch, Sheila McGraw",1986,Love You Forever,Love You Forever,en-GB,4.34,159703,162007,4286,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,92.52
609,1416524517,Stephen King,2006,Cell,Cell,en-US,3.64,144591,153150,4841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,108.09
610,067002581X,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,4.32,113565,139128,16287,https://images.gr-assets.com/books/1354683116m/16158542.jpg,https://images.gr-assets.com/books/1354683116s/16158542.jpg,6,68.7
611,618391118,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion,The Silmarillion (Middle-Earth Universe),eng,3.87,134106,160751,5743,https://images.gr-assets.com/books/1336502583m/7332.jpg,https://images.gr-assets.com/books/1336502583s/7332.jpg,7,15.69
612,451210859,Stephen King,1987,The Drawing of the Three,"The Drawing of the Three (The Dark Tower, #2)",eng,4.23,139052,157513,5293,https://images.gr-assets.com/books/1370918050m/5094.jpg,https://images.gr-assets.com/books/1370918050s/5094.jpg,10,60.96
613,330449605,Kate Morton,2008,The Forgotten Garden,The Forgotten Garden,en-GB,4.12,138377,157088,15953,https://images.gr-assets.com/books/1455283767m/3407877.jpg,https://images.gr-assets.com/books/1455283767s/3407877.jpg,10,25.31
614,99428644,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,Der Proze??,The Trial,eng,3.98,131856,159270,4717,https://images.gr-assets.com/books/1320399438m/17690.jpg,https://images.gr-assets.com/books/1320399438s/17690.jpg,3,24.01
615,142501557,Sarah Dessen,2002,This Lullaby,This Lullaby,eng,4.03,151829,155107,4597,https://images.gr-assets.com/books/1397779294m/22205.jpg,https://images.gr-assets.com/books/1397779294s/22205.jpg,4,104.28
616,743275012,Jodi Picoult,2000,Plain Truth,Plain Truth,eng,3.97,128406,138814,6231,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,23.71
617,385523386,Piper Kerman,2010,Orange Is the New Black: My Year in a Women's Prison,Orange Is the New Black,eng,3.7,127186,146868,12873,https://images.gr-assets.com/books/1320520714m/6314763.jpg,https://images.gr-assets.com/books/1320520714s/6314763.jpg,7,107.87
618,451528018,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,The Hound of the Baskervilles,eng,4.09,154517,178563,5421,https://images.gr-assets.com/books/1355929358m/8921.jpg,https://images.gr-assets.com/books/1355929358s/8921.jpg,6,34.59
619,374275637,Daniel Kahneman,2011,"Thinking, Fast and Slow","Thinking, Fast and Slow",eng,4.08,136950,149271,5715,https://images.gr-assets.com/books/1317793965m/11468377.jpg,https://images.gr-assets.com/books/1317793965s/11468377.jpg,5,49.58
620,345350499,Marion Zimmer Bradley,1982,The Mists of Avalon,"The Mists of Avalon (Avalon, #1)",eng,4.12,157736,163331,5582,https://images.gr-assets.com/books/1388857089m/402045.jpg,https://images.gr-assets.com/books/1388857089s/402045.jpg,9,74.76
621,689841582,Judy Blume,1970,"Are You There God? It's Me, Margaret","Are You There God? It's Me, Margaret",eng,3.89,151789,162083,5168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1,85.86
622,446612707,Nicholas Sparks,2002,Nights in Rodanthe,Nights in Rodanthe,eng,3.82,129807,136507,4025,https://images.gr-assets.com/books/1328145638m/15926.jpg,https://images.gr-assets.com/books/1328145638s/15926.jpg,8,47.14
623,1476754454,Stephen King,2014,Mr. Mercedes,"Mr. Mercedes (Bill Hodges Trilogy, #1)",eng,3.92,125847,148491,12447,https://images.gr-assets.com/books/1468705326m/18775247.jpg,https://images.gr-assets.com/books/1468705326s/18775247.jpg,3,94.71
624,441014941,Charlaine Harris,2007,All Together Dead,"All Together Dead (Sookie Stackhouse, #7)",eng,4.05,162689,173654,3372,https://images.gr-assets.com/books/1417964062m/140075.jpg,https://images.gr-assets.com/books/1417964062s/140075.jpg,6,67.63
625,375706771,Chris Bohjalian,1997,Midwives,Midwives,en-US,3.97,133155,135534,3830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,99.16
626,395389496,Chris Van Allsburg,1985,The Polar Express,The Polar Express,en-US,4.29,168001,168847,2498,https://images.gr-assets.com/books/1356707942m/420282.jpg,https://images.gr-assets.com/books/1356707942s/420282.jpg,4,110.11
627,140544518,"Jon Scieszka, Lane Smith",1989,The True Story of the Three Little Pigs,The True Story of the 3 Little Pigs,en-GB,4.29,141945,144093,2618,https://images.gr-assets.com/books/1327884731m/125507.jpg,https://images.gr-assets.com/books/1327884731s/125507.jpg,9,22.25
628,425134350,Tom Clancy,1987,Patriot Games,"Patriot Games (Jack Ryan Universe, #2)",eng,4.11,141674,146201,939,https://images.gr-assets.com/books/1328007145m/32682.jpg,https://images.gr-assets.com/books/1328007145s/32682.jpg,4,102.27
629,61124265,"Paulo Coelho, Margaret Jull Costa",1998,Veronika decide morrer,Veronika Decides to Die,eng,3.69,111856,132191,6063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,54.78
630,385349947,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead","Lean In: Women, Work, and the Will to Lead",eng,3.94,135635,145331,10385,https://images.gr-assets.com/books/1364250803m/16071764.jpg,https://images.gr-assets.com/books/1364250803s/16071764.jpg,4,24.91
631,441013333,Charlaine Harris,2005,Dead as a Doornail ,"Dead as a Doornail (Sookie Stackhouse, #5)",eng,4.01,169560,179156,3733,https://images.gr-assets.com/books/1468562419m/170210.jpg,https://images.gr-assets.com/books/1468562419s/170210.jpg,7,100.63
632,62085484,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)","Shatter Me (Shatter Me, #1)",en-US,4.01,176433,200300,20959,https://images.gr-assets.com/books/1310649047m/10429045.jpg,https://images.gr-assets.com/books/1310649047s/10429045.jpg,9,77.84
633,441783589,Robert A. Heinlein,1959,Starship Troopers,Starship Troopers,en-CA,3.99,136886,145886,4034,https://images.gr-assets.com/books/1406457252m/17214.jpg,https://images.gr-assets.com/books/1406457252s/17214.jpg,8,86.69
634,385342063,Sophie Kinsella,2011,I've Got Your Number,I've Got Your Number,eng,3.93,144533,154513,10577,https://images.gr-assets.com/books/1327956732m/12033455.jpg,https://images.gr-assets.com/books/1327956732s/12033455.jpg,10,96.06
635,1857993284,"Jostein Gaarder, Paulette M??ller",1991,Sofies Verden,Sophie's World,eng,3.88,109692,143393,7652,https://images.gr-assets.com/books/1343459906m/10959.jpg,https://images.gr-assets.com/books/1343459906s/10959.jpg,2,32.21
636,316134112,Mark Cotta Vaz,2011,,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",eng,4.3,188136,188274,134,https://images.gr-assets.com/books/1327904795m/11260526.jpg,https://images.gr-assets.com/books/1327904795s/11260526.jpg,3,93.99
637,553278223,Ray Bradbury,1950,The Martian Chronicles,The Martian Chronicles,en-US,4.12,143236,156328,5204,https://images.gr-assets.com/books/1374049948m/76778.jpg,https://images.gr-assets.com/books/1374049948s/76778.jpg,2,44.6
638,307592839,Jennifer Egan,2010,A Visit From the Goon Squad,A Visit from the Goon Squad,eng,3.64,120126,139744,15030,https://images.gr-assets.com/books/1356844046m/7331435.jpg,https://images.gr-assets.com/books/1356844046s/7331435.jpg,5,22.33
639,753454947,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi,Heidi,eng,3.97,144497,154669,2667,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9,69.18
640,61015725,Michael Crichton,2002,Prey,Prey,,3.72,131352,136307,2700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,18.99
641,7202326,C.S. Lewis,1956,The Last Battle,"The Last Battle (Chronicles of Narnia, #7)",eng,4.02,158701,174641,4156,https://images.gr-assets.com/books/1308814830m/84369.jpg,https://images.gr-assets.com/books/1308814830s/84369.jpg,10,110.34
642,525950079,Ken Follett,2007,World Without End,"World Without End (The Kingsbridge Series, #2)",eng,4.23,128715,145292,9392,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,36.24
643,312360304,"P.C. Cast, Kristin Cast",2008,Chosen: A House of Night Novel,"Chosen (House of Night, #3)",en-US,3.9,180961,188550,4013,https://images.gr-assets.com/books/1393192825m/1326258.jpg,https://images.gr-assets.com/books/1393192825s/1326258.jpg,1,98.67
644,,Colleen Hoover,2012,Slammed,"Slammed (Slammed, #1)",eng,4.29,153882,176166,14423,https://images.gr-assets.com/books/1328530463m/13372690.jpg,https://images.gr-assets.com/books/1328530463s/13372690.jpg,7,52.43
645,60874163,Alex Flinn,2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)","Beastly (Beastly, #1; Kendra Chronicles, #1)",eng,3.84,150003,157088,8576,https://images.gr-assets.com/books/1334260193m/544891.jpg,https://images.gr-assets.com/books/1334260193s/544891.jpg,3,6.97
646,140424385,"Geoffrey Chaucer, Nevill Coghill",1390,Tales of Caunterbury,The Canterbury Tales,eng,3.48,148480,158661,2615,https://images.gr-assets.com/books/1261208589m/2696.jpg,https://images.gr-assets.com/books/1261208589s/2696.jpg,3,105.35
647,312348649,Emily Giffin,2006,Baby Proof,Baby Proof,en-US,3.71,124371,129325,3375,https://images.gr-assets.com/books/1361466583m/42149.jpg,https://images.gr-assets.com/books/1361466583s/42149.jpg,10,23.16
648,375856110,Christopher Paolini,2011,Inheritance,"Inheritance (The Inheritance Cycle, #4)",en-US,4.08,146905,162717,8891,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3,32.78
649,307593312,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,?Å??Å≠?Åç????Å??Å??Å≠?????? [Ichi-KyèÆ-Hachi-Yon],1Q84,eng,3.89,125195,138691,13779,https://images.gr-assets.com/books/1483103331m/10357575.jpg,https://images.gr-assets.com/books/1483103331s/10357575.jpg,6,12.08
650,1840224029,Harriet Beecher Stowe,1852,Uncle Tom's Cabin or Life Among the Lowly,Uncle Tom's Cabin,eng,3.83,137858,155559,5696,https://images.gr-assets.com/books/1414349231m/46787.jpg,https://images.gr-assets.com/books/1414349231s/46787.jpg,2,15.34
651,60809248,"Gaston Leroux, Alexander Teixeira de Mattos",1909,Le Fant??me de l'Op??ra,The Phantom of the Opera,eng,3.97,141110,155679,4590,https://images.gr-assets.com/books/1327867727m/480204.jpg,https://images.gr-assets.com/books/1327867727s/480204.jpg,10,21.38
652,441014917,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)","Definitely Dead (Sookie Stackhouse, #6)",en-US,4.02,163054,172955,3669,https://images.gr-assets.com/books/1468562748m/140079.jpg,https://images.gr-assets.com/books/1468562748s/140079.jpg,2,112.03
